,estimate,estimate,estimate,estimate,estimate,estimate,stddev,stddev,stddev,stddev,stddev,stddev
indicator,Control of Corruption,Government Effectiveness,Political Stability and Absence of Violence/Terrorism,Rule of Law,Regulatory Quality,Voice and Accountability,Control of Corruption,Government Effectiveness,Political Stability and Absence of Violence/Terrorism,Rule of Law,Regulatory Quality,Voice and Accountability
LSO,-0.36864084005355835,-0.887993335723877,-0.2927369177341461,-0.47329404950141907,-0.6153115034103394,0.05018751323223114,0.17664779722690582,0.21148386597633362,0.24822673201560974,0.15747180581092834,0.19118443131446838,0.1293032169342041
LTU,0.7469741106033325,0.9939615726470947,0.6530325412750244,1.0603322982788086,1.2988812923431396,1.0677858591079712,0.14452265202999115,0.2253308743238449,0.22655731439590454,0.14843900501728058,0.2129831314086914,0.1030491515994072
LUX,1.8835904598236084,1.7722278833389282,1.0643900632858276,1.7685104608535767,1.8339669704437256,1.5414745807647705,0.16299408674240112,0.23824253678321838,0.22655731439590454,0.16459915041923523,0.2341291755437851,0.10955864936113358
LVA,0.6938071846961975,0.6915376782417297,0.48640912771224976,0.9210314154624939,1.170886754989624,0.9374437928199768,0.14452265202999115,0.2253308743238449,0.22655731439590454,0.14843900501728058,0.2129831314086914,0.1030491515994072
MAC,0.8684645891189575,1.1052134037017822,1.122702717781067,0.7912363409996033,1.8245880603790283,-0.5311835408210754,0.2660870850086212,0.3615066707134247,0.3252893388271332,0.2123802900314331,0.36323583126068115,0.22540795803070068
MAR,-0.3874775469303131,-0.08185620605945587,-0.3621191382408142,-0.20664489269256592,-0.08688965439796448,-0.5455482602119446,0.16070599853992462,0.22841069102287292,0.23304978013038635,0.16429778933525085,0.20897077023983002,0.12073896080255508
MCO,1.2702723741531372,2.047015428543091,1.1870324611663818,1.4854830503463745,1.39833402633667,0.7160826325416565,0.4637984335422516,0.47905951738357544,0.27779126167297363,0.4582446813583374,0.4733543395996094,0.27999570965766907
MDA,-0.3422362804412842,-0.307596892118454,-0.6590701937675476,-0.2864012122154236,0.10179071128368378,0.09659409523010254,0.1633961796760559,0.290294349193573,0.23304978013038635,0.16186122596263885,0.22833454608917236,0.12435869127511978
MDG,-0.9699140191078186,-0.9720330238342285,-0.48079660534858704,-0.9500216841697693,-0.8154998421669006,-0.29367703199386597,0.15186360478401184,0.21358272433280945,0.23304978013038635,0.14973540604114532,0.17477242648601532,0.12050865590572357
MDV,-0.33271366357803345,-0.10756514966487885,0.6450027823448181,0.044250261038541794,-0.6572946310043335,-0.20501786470413208,0.29084861278533936,0.40115660429000854,0.25569990277290344,0.3232766389846802,0.30890029668807983,0.1902690827846527
MEX,-1.012086033821106,-0.2817235291004181,-0.6892681121826172,-0.8694250583648682,-0.14830949902534485,-0.11975674331188202,0.15818484127521515,0.24451421201229095,0.2140864133834839,0.1613672524690628,0.2129831314086914,0.12523040175437927
MHL,0.3857148289680481,0.22697566449642181,1.0159205198287964,0.7298498153686523,-0.3944624662399292,1.10572350025177,0.3385608494281769,0.40115660429000854,0.25569990277290344,0.3392469882965088,0.3422330915927887,0.2547052800655365
MKD,-0.32399025559425354,-0.08138483017683029,0.18083928525447845,-0.09688755869865417,0.452958881855011,0.16209527850151062,0.17183542251586914,0.2850892245769501,0.24079777300357819,0.16052699089050293,0.2409442514181137,0.12805315852165222
MLI,-0.8441199064254761,-1.1489531993865967,-2.560743570327759,-0.9823429584503174,-0.6341217756271362,-0.920922577381134,0.14755292236804962,0.20399898290634155,0.23304978013038635,0.14628832042217255,0.1735120415687561,0.12050865590572357
MLT,0.23876500129699707,0.8040844798088074,0.9110143184661865,0.7856548428535461,0.6740937829017639,1.0808671712875366,0.17164009809494019,0.2554336488246918,0.23304978013038635,0.17309622466564178,0.25113722681999207,0.10960116237401962
MMR,-1.151525855064392,-1.6850244998931885,-2.195713996887207,-1.528092861175537,-1.235084056854248,-1.8112375736236572,0.16555055975914001,0.27425137162208557,0.23304978013038635,0.16999587416648865,0.21617113053798676,0.1286749243736267
MNE,-0.11874867230653763,-0.027476675808429718,-0.1408814787864685,-0.12611691653728485,0.543230414390564,0.2752418518066406,0.19558297097682953,0.2850892245769501,0.24822673201560974,0.17176523804664612,0.2691824436187744,0.13507266342639923
MNG,-0.5611834526062012,-0.42492491006851196,0.5299543738365173,-0.18778176605701447,-0.2708905041217804,0.26459237933158875,0.1542661488056183,0.2398398220539093,0.22655731439590454,0.16216909885406494,0.1919434517621994,0.12829864025115967
MOZ,-0.8357543349266052,-0.7370486855506897,-1.265608310699463,-1.0246903896331787,-0.7262184619903564,-0.5862649083137512,0.15186360478401184,0.21358272433280945,0.2195393592119217,0.14973540604114532,0.17477242648601532,0.1182473748922348
MRT,-0.7906838059425354,-0.7250756621360779,-0.5169493556022644,-0.6464370489120483,-1.0622172355651855,-0.7305079102516174,0.1639540046453476,0.22221915423870087,0.24079777300357819,0.15230022370815277,0.18165086209774017,0.12463108450174332
MTQ,0.6321946382522583,0.9435064196586609,0.6410870552062988,0.6923816204071045,0.9721168875694275,..,0.4637984335422516,0.47905951738357544,0.30919596552848816,0.4582446813583374,0.4733543395996094,..
MUS,0.42037174105644226,0.7661725878715515,0.8300235867500305,0.796292245388031,1.166106104850769,0.6135810017585754,0.1828051656484604,0.24392813444137573,0.24079777300357819,0.16983382403850555,0.2409442514181137,0.12491292506456375
MWI,-0.6088519096374512,-0.8532260656356812,-0.15798327326774597,-0.22197334468364716,-0.7397362589836121,0.06215529516339302,0.14755292236804962,0.20399898290634155,0.23304978013038635,0.14628832042217255,0.1735120415687561,0.12050865590572357
MYS,0.24894076585769653,0.9926676154136658,0.16311781108379364,0.5614192485809326,0.644006609916687,0.0004231864877510816,0.15268990397453308,0.24794547259807587,0.2140864133834839,0.1645098775625229,0.2129831314086914,0.12586836516857147
NAM,0.21513041853904724,0.06928324699401855,0.5598857402801514,0.41492220759391785,-0.01500138733536005,0.5672218799591064,0.1686350405216217,0.2339460700750351,0.23304978013038635,0.16752088069915771,0.22554519772529602,0.1209205910563469
NER,-0.5847920775413513,-0.627598226070404,-1.4643923044204712,-0.49811726808547974,-0.7208038568496704,-0.37544509768486023,0.15186360478401184,0.21358272433280945,0.23304978013038635,0.14973540604114532,0.17477242648601532,0.12050865590572357
NGA,-1.1296823024749756,-1.041516900062561,-1.77890145778656,-0.9139850735664368,-1.1559447050094604,-0.5985632538795471,0.15171080827713013,0.22034506499767303,0.23304978013038635,0.15740570425987244,0.1995263248682022,0.12050865590572357
NIC,-1.2876254320144653,-1.0368794202804565,-0.3585117757320404,-1.3109118938446045,-0.9147337675094604,-1.350019931793213,0.16274721920490265,0.2696293592453003,0.23304978013038635,0.1665349155664444,0.21617113053798676,0.12799356877803802
NIU,-0.1826557219028473,1.2474473714828491,1.3773585557937622,-0.5519689917564392,0.1309635043144226,1.262575626373291,1.0598628520965576,0.8764113783836365,0.5509620308876038,0.9431777596473694,0.6071799397468567,0.5260359644889832
NLD,1.9172000885009766,1.5788986682891846,0.7267995476722717,1.6567659378051758,1.712272047996521,1.5471327304840088,0.16299408674240112,0.23824253678321838,0.22655731439590454,0.16459915041923523,0.2341291755437851,0.10955864936113358
NOR,2.067638397216797,1.9417202472686768,0.8612392544746399,1.7608529329299927,1.5161395072937012,1.7806752920150757,0.179850235581398,0.28770285844802856,0.22655731439590454,0.1734739989042282,0.2372538149356842,0.14198575913906097
NPL,-0.532767117023468,-0.9180982708930969,-0.23919688165187836,-0.4482037127017975,-0.6502349376678467,-0.04465785622596741,0.16615450382232666,0.2594930827617645,0.22597990930080414,0.16594161093235016,0.2018565535545349,0.12945780158042908
NRU,0.6017800569534302,0.19847996532917023,0.877918004989624,-0.02339300513267517,0.01924540102481842,0.6211549043655396,0.4629253149032593,0.45714613795280457,0.27779126167297363,0.44944921135902405,0.39781618118286133,0.27999570965766907
NZL,2.163233995437622,1.3402615785598755,1.321169137954712,1.730373740196228,1.8651930093765259,1.6516860723495483,0.17280948162078857,0.2654722034931183,0.2140864133834839,0.1681758463382721,0.2341291755437851,0.13832688331604004
OMN,0.05263793468475342,0.02150677889585495,0.5322492122650146,0.49886080622673035,0.4326449930667877,-1.1478137969970703,0.2055220901966095,0.29617956280708313,0.23976460099220276,0.19561667740345,0.2519288957118988,0.1361328512430191
PAK,-0.8043503761291504,-0.6247286796569824,-1.8398263454437256,-0.6721163392066956,-0.8864126205444336,-0.8621169924736023,0.15426361560821533,0.24602223932743073,0.23304978013038635,0.1626395285129547,0.1925405114889145,0.12836690247058868
PAN,-0.6348624229431152,-0.12810060381889343,0.28922122716903687,-0.35985156893730164,0.12713214755058289,0.5413748621940613,0.16605088114738464,0.26320964097976685,0.23304978013038635,0.16934913396835327,0.22554519772529602,0.1288435161113739
PER,-0.8080020546913147,-0.3983757197856903,-0.487095445394516,-0.5528314113616943,0.20857498049736023,0.052989695221185684,0.15818484127521515,0.24451421201229095,0.22655731439590454,0.1613672524690628,0.2129831314086914,0.12792588770389557
PHL,-0.5412122011184692,0.063930444419384,-0.6552685499191284,-0.5182631611824036,0.06278559565544128,-0.05488033592700958,0.1471245437860489,0.24284611642360687,0.22655731439590454,0.16257193684577942,0.19886210560798645,0.12829864025115967
PLW,0.6017800569534302,0.4496958255767822,1.0839942693710327,0.952899158000946,0.4429825246334076,1.0686712265014648,0.4629253149032593,0.45714613795280457,0.27779126167297363,0.43137842416763306,0.39781618118286133,0.27999570965766907
PNG,-0.6962802410125732,-0.8105106949806213,-0.6593674421310425,-0.6159877181053162,-0.6822091341018677,-0.020892219617962837,0.17841137945652008,0.2677725851535797,0.2251252979040146,0.18100480735301971,0.20818489789962769,0.1316336691379547
POL,0.5066454410552979,0.25888195633888245,0.5051464438438416,0.4281347990036011,0.7173056602478027,0.6035019159317017,0.14452265202999115,0.2253308743238449,0.22655731439590454,0.14843900501728058,0.2129831314086914,0.10261274129152298
PRI,0.11363242566585541,-0.48242273926734924,0.542631983757019,0.5310266017913818,0.8485126495361328,0.44555550813674927,0.30718159675598145,0.3509579002857208,0.24822673201560974,0.21324624121189117,0.36323583126068115,0.22391991317272186
PRK,-1.6060185432434082,-1.4637783765792847,-0.4308110177516937,-1.662432312965393,-2.3930160999298096,-2.0240707397460938,0.2055220901966095,0.29617956280708313,0.23976460099220276,0.19561667740345,0.2519288957118988,0.1361328512430191
PRT,0.7289196252822876,1.0011335611343384,0.7958025932312012,1.1122182607650757,0.7626733183860779,1.2576935291290283,0.16299408674240112,0.23824253678321838,0.22655731439590454,0.16459915041923523,0.2341291755437851,0.10903464257717133
PRY,-1.090579628944397,-0.6140151023864746,0.035549312829971313,-0.5914983749389648,-0.16990166902542114,0.003710370045155287,0.16605088114738464,0.26320964097976685,0.23304978013038635,0.16934913396835327,0.22554519772529602,0.12799356877803802
QAT,0.8040295243263245,1.1366174221038818,0.9602493047714233,0.9171400666236877,0.8705167770385742,-1.0483548641204834,0.18275173008441925,0.25158241391181946,0.23271167278289795,0.17734716832637787,0.2317415177822113,0.13505183160305023
REU,0.6321946382522583,0.9435064196586609,0.2589302659034729,0.6923816204071045,0.9721168875694275,..,0.4637984335422516,0.47905951738357544,0.4022607207298279,0.4582446813583374,0.4733543395996094,..
ROM,0.016491658985614777,-0.00046235090121626854,0.4311363101005554,0.4034018814563751,0.36453306674957275,0.5662615299224854,0.14452265202999115,0.2253308743238449,0.22655731439590454,0.14843900501728058,0.2129831314086914,0.10261274129152298
RUS,-0.9798396825790405,-0.6962637901306152,-1.0059967041015625,-1.1965904235839844,-1.1419726610183716,-1.2617706060409546,0.1633961796760559,0.290294349193573,0.23304978013038635,0.16186122596263885,0.22833454608917236,0.12435869127511978
RWA,0.5614176392555237,0.2320740520954132,0.08275245130062103,0.1477474570274353,0.16292978823184967,-0.9359673857688904,0.16183257102966309,0.21474000811576843,0.24079777300357819,0.14995785057544708,0.18023695051670074,0.12428206950426102
SAU,0.3573073744773865,0.582258403301239,-0.35580629110336304,0.28991371393203735,0.41858547925949097,-1.4843934774398804,0.18275173008441925,0.24794547259807587,0.21925662457942963,0.17667126655578613,0.2317415177822113,0.13189169764518738
SDN,-1.4137287139892578,-1.6863776445388794,-2.0769202709198,-1.260093331336975,-1.5813111066818237,-1.494462251663208,0.15305033326148987,0.21589423716068268,0.23304978013038635,0.1501462459564209,0.17477242648601532,0.12073896080255508
SEN,-0.01317430380731821,0.03978338465094566,-0.15759366750717163,-0.268764853477478,-0.29652130603790283,0.17693059146404266,0.14755292236804962,0.20399898290634155,0.23304978013038635,0.14628832042217255,0.1735120415687561,0.12050865590572357
SGP,2.0946998596191406,2.144235610961914,1.440372347831726,1.7781903743743896,2.2143783569335938,-0.06013256683945656,0.15333448350429535,0.24794547259807587,0.2140864133834839,0.1645098775625229,0.2129831314086914,0.12667642533779144
SLB,-0.18463215231895447,-0.6795403361320496,0.41390562057495117,-0.24077463150024414,-0.7663862109184265,0.3369799554347992,0.25710660219192505,0.38057461380958557,0.25569990277290344,0.3092723786830902,0.26995497941970825,0.2177777737379074
SLE,-0.559889018535614,-1.1701308488845825,-0.09451320767402649,-0.8309808969497681,-1.0555778741836548,-0.14665475487709045,0.14755292236804962,0.20399898290634155,0.23304978013038635,0.14628832042217255,0.1735120415687561,0.12050865590572357
SLV,-0.6425252556800842,-0.3212590515613556,-0.3524748384952545,-0.7422177195549011,-0.46272405982017517,-0.371244877576828,0.15896281599998474,0.25713294744491577,0.23304978013038635,0.1672372967004776,0.20897077023983002,0.1276904046535492
SMR,1.2702723741531372,1.771138072013855,1.1870324611663818,1.7498502731323242,0.5458997488021851,1.2314045429229736,0.4637984335422516,0.47905951738357544,0.27779126167297363,0.4582446813583374,0.4733543395996094,0.27999570965766907
SOM,-1.7926112413406372,-2.0274040699005127,-2.4296960830688477,-2.287278890609741,-1.900155782699585,-1.6689420938491821,0.1803625226020813,0.22055040299892426,0.23976460099220276,0.16305869817733765,0.20357471704483032,0.1262313276529312
SRB,-0.456542432308197,0.06517598778009415,-0.17406946420669556,-0.1139557734131813,0.1370924413204193,-0.09824799746274948,0.1580624133348465,0.26750409603118896,0.23304978013038635,0.15753202140331268,0.22554519772529602,0.12435869127511978
SSD,-1.8557976484298706,-2.390763521194458,-2.213099956512451,-2.0552170276641846,-2.1039927005767822,-1.6969926357269287,0.21031247079372406,0.24781708419322968,0.27779126167297363,0.22115400433540344,0.21406316757202148,0.15685662627220154
STP,0.30513954162597656,-0.8350989818572998,0.4603588283061981,-0.634440541267395,-0.8902429342269897,0.27660128474235535,0.20431116223335266,0.23764614760875702,0.24822673201560974,0.1668066382408142,0.20815707743167877,0.14723695814609528
SUR,-0.40495333075523376,-0.9447071552276611,0.3996891975402832,-0.12830781936645508,-0.7898728847503662,0.3694015443325043,0.19407714903354645,0.32751378417015076,0.23304978013038635,0.18426640331745148,0.2550051808357239,0.14363083243370056
SVK,0.2132958620786667,0.37813466787338257,0.4453357458114624,0.620998740196228,0.8502529859542847,0.889783501625061,0.14452265202999115,0.2253308743238449,0.22655731439590454,0.14843900501728058,0.2129831314086914,0.10261274129152298
SVN,0.7672685384750366,1.068535566329956,0.7093350887298584,0.9709051847457886,0.6949440240859985,0.976333498954773,0.14452265202999115,0.2253308743238449,0.22655731439590454,0.14843900501728058,0.2129831314086914,0.10261274129152298
SWE,2.061525344848633,1.5724048614501953,0.910905122756958,1.6885089874267578,1.6815769672393799,1.5261279344558716,0.16299408674240112,0.23824253678321838,0.22655731439590454,0.16459915041923523,0.2341291755437851,0.10903464257717133
SWZ,-0.7263033390045166,-0.7814041972160339,-0.21046379208564758,-0.6454280614852905,-0.718993604183197,-1.2210575342178345,0.20880857110023499,0.2549173831939697,0.24822673201560974,0.18726016581058502,0.24569600820541382,0.1293032169342041
SYC,1.6985101699829102,0.6618738770484924,0.7625231146812439,0.46173733472824097,0.32758283615112305,0.5962479710578918,0.2753480076789856,0.2892961800098419,0.24822673201560974,0.19893471896648407,0.3240807354450226,0.1452181339263916
SYR,-1.776185154914856,-1.7530136108398438,-2.7768983840942383,-2.069140911102295,-1.823899745941162,-1.8954169750213623,0.19251778721809387,0.2875997722148895,0.23976460099220276,0.19238197803497314,0.24213843047618866,0.13576826453208923
TCD,-1.4885380268096924,-1.4236735105514526,-1.470404863357544,-1.3735617399215698,-1.1493570804595947,-1.4712533950805664,0.17923635244369507,0.21246495842933655,0.24822673201560974,0.15850818157196045,0.19118443131446838,0.129496231675148
TGO,-0.6376281976699829,-0.6456233859062195,-0.7880516052246094,-0.5503589510917664,-0.5628679990768433,-0.7550176382064819,0.15186360478401184,0.21358272433280945,0.23304978013038635,0.14973540604114532,0.17477242648601532,0.12050865590572357
THA,-0.4524443447589874,0.12744416296482086,-0.3933393061161041,0.06574741750955582,0.16501940786838531,-0.6203514933586121,0.15268990397453308,0.24794547259807587,0.2140864133834839,0.1645098775625229,0.2129831314086914,0.12586836516857147
TJK,-1.4342764616012573,-0.7571308612823486,-0.7409991025924683,-1.2555650472640991,-1.1979774236679077,-1.6736581325531006,0.18171778321266174,0.2801366150379181,0.24822673201560974,0.16630364954471588,0.22011025249958038,0.13406087458133698
TKM,-1.437132477760315,-1.1589975357055664,-0.11025793850421906,-1.4923115968704224,-2.067060708999634,-1.9462645053863525,0.20896178483963013,0.32060518860816956,0.24822673201560974,0.1781061738729477,0.2739620506763458,0.13539721071720123
TMP,-0.2654680013656616,-0.7701401710510254,0.2562467157840729,-0.8803777694702148,-0.4728112518787384,0.48979198932647705,0.21521155536174774,0.2937942147254944,0.24822673201560974,0.18848909437656403,0.23974186182022095,0.1399105191230774
TON,-0.4205450713634491,-0.16662822663784027,1.0929051637649536,0.5955382585525513,-0.3478207290172577,0.8500717878341675,0.3317870795726776,0.40115660429000854,0.25569990277290344,0.3392469882965088,0.30890029668807983,0.23585401475429535
TTO,-0.3794408440589905,-0.025543393567204475,0.3484237492084503,-0.16856224834918976,-0.07409218698740005,0.6493123769760132,0.17157427966594696,0.27208802103996277,0.23304978013038635,0.1736268252134323,0.22554519772529602,0.1289554089307785
TUN,-0.2997969388961792,-0.26275262236595154,-0.5945590734481812,-0.11276213079690933,-0.4141758978366852,-0.24810020625591278,0.1593337506055832,0.22841069102287292,0.23304978013038635,0.16429778933525085,0.20897077023983002,0.12050865590572357
TUR,-0.4681062698364258,-0.19964532554149628,-1.032234787940979,-0.45968061685562134,-0.24463890492916107,-0.9264043569564819,0.16150802373886108,0.24794547259807587,0.22655731439590454,0.1645098775625229,0.2129831314086914,0.1286061555147171
TUV,0.652524471282959,-0.3137527406215668,1.1831034421920776,0.8169859647750854,-0.14496363699436188,1.2067147493362427,0.3385608494281769,0.40115660429000854,0.25569990277290344,0.3478281497955322,0.3422330915927887,0.2547052800655365
TWN,1.147966980934143,1.4030100107192993,0.766374409198761,1.2584129571914673,1.409888744354248,1.0812005996704102,0.1686280369758606,0.24794547259807587,0.21925662457942963,0.17667126655578613,0.2317415177822113,0.13251584768295288
TZA,-0.35488227009773254,-0.46036583185195923,-0.26034411787986755,-0.4622819125652313,-0.563533365726471,-0.6531969904899597,0.14755292236804962,0.20399898290634155,0.23304978013038635,0.14628832042217255,0.1735120415687561,0.12050865590572357
UGA,-1.0611969232559204,-0.6050686836242676,-0.7110158205032349,-0.37403494119644165,-0.49033933877944946,-0.7995322942733765,0.15186360478401184,0.21358272433280945,0.23304978013038635,0.14973540604114532,0.17477242648601532,0.12050865590572357
UKR,-0.6340044736862183,-0.497119277715683,-1.949324607849121,-0.9179479479789734,-0.33159732818603516,-0.02330739237368107,0.1580624133348465,0.26750409603118896,0.23304978013038635,0.15753202140331268,0.23758631944656372,0.12435869127511978
URY,1.610502004623413,0.8495876789093018,1.0858296155929565,0.7679474949836731,0.7135794162750244,1.2849234342575073,0.16605088114738464,0.26320964097976685,0.23304978013038635,0.16934913396835327,0.22554519772529602,0.1288435161113739
USA,1.1041446924209595,1.255495548248291,0.008700686506927013,1.3692020177841187,1.4244399070739746,0.860348105430603,0.15986387431621552,0.2654722034931183,0.2140864133834839,0.16743838787078857,0.2341291755437851,0.13763228058815002
UZB,-0.7577702403068542,-0.32993730902671814,-0.20133601129055023,-0.8523072600364685,-0.5503154397010803,-1.3309236764907837,0.15046945214271545,0.2633998692035675,0.23304978013038635,0.1532869040966034,0.19426707923412323,0.1251106709241867
VCT,0.7565479278564453,0.31817448139190674,1.033623218536377,0.6448086500167847,0.34886762499809265,0.8495725989341736,0.24669519066810608,0.4157201051712036,0.2674945294857025,0.2730499804019928,0.28809139132499695,0.23487763106822968
VEN,-1.6515241861343384,-1.689051866531372,-1.250806450843811,-2.198162794113159,-2.0458433628082275,-1.5447547435760498,0.16112861037254333,0.24451421201229095,0.2140864133834839,0.162027046084404,0.2129831314086914,0.12575295567512512
VIR,-0.005883057601749897,0.6676291227340698,0.5297837257385254,0.9567487835884094,1.39833402633667,..,0.4637984335422516,0.47905951738357544,0.30919596552848816,0.4582446813583374,0.4733543395996094,..
VNM,-0.28725433349609375,0.17463526129722595,-0.04613209515810013,-0.15846945345401764,-0.429956316947937,-1.2864073514938354,0.15461239218711853,0.26113229990005493,0.2195393592119217,0.1707431674003601,0.20897077023983002,0.1259051263332367
VUT,-0.028579803183674812,-0.5385246872901917,0.9618620872497559,0.32218408584594727,-0.09081613272428513,0.5857114195823669,0.25710660219192505,0.38057461380958557,0.25569990277290344,0.3092723786830902,0.26995497941970825,0.2177777737379074
WBG,-0.7027075290679932,-0.9020291566848755,-1.7019554376602173,-0.5551717281341553,-0.03686917945742607,-1.035613775253296,0.2738453149795532,0.3509579002857208,0.24822673201560974,0.20910479128360748,0.36323583126068115,0.1587350219488144
WSM,0.5541224479675293,0.30786362290382385,1.0965520143508911,0.9478827118873596,-0.2729046046733856,1.002089262008667,0.3317870795726776,0.40115660429000854,0.25569990277290344,0.3478281497955322,0.30890029668807983,0.23585401475429535
YEM,-1.6798127889633179,-2.2334647178649902,-2.462735414505005,-1.8519399166107178,-1.917549729347229,-1.6197031736373901,0.17968417704105377,0.25479450821876526,0.23976460099220276,0.17847153544425964,0.24610535800457,0.13513144850730896
ZAF,-0.3300946056842804,-0.10902764648199081,-0.6813863515853882,0.04077478498220444,-0.18512575328350067,0.7232744097709656,0.15855033695697784,0.2194284051656723,0.22655731439590454,0.15872174501419067,0.2129831314086914,0.12070654332637787
ZAR,-1.544922113418579,-1.7466747760772705,-1.9844896793365479,-1.671784520149231,-1.476069450378418,-1.1914421319961548,0.14905154705047607,0.20487910509109497,0.2195393592119217,0.14711807668209076,0.1735120415687561,0.11839494109153748
ZMB,-0.5049480199813843,-0.6380170583724976,0.1613318771123886,-0.517023503780365,-0.5290579199790955,-0.07945076376199722,0.1531689316034317,0.20699381828308105,0.23304978013038635,0.14769551157951355,0.1826547086238861,0.1207633912563324
ZWE,-1.2599694728851318,-1.2512238025665283,-0.8949741125106812,-1.2370275259017944,-1.4259673357009888,-1.109503149986267,0.15186360478401184,0.21358272433280945,0.23304978013038635,0.14973540604114532,0.17477242648601532,0.12050865590572357
